T=0.3686945064519575
# r  C(r)
0.500000 0.000000e+00
1.500000 0.000000e+00
2.500000 0.000000e+00
3.500000 0.000000e+00
4.500000 0.000000e+00
5.500000 0.000000e+00
6.500000 0.000000e+00
7.500000 0.000000e+00
8.500000 0.000000e+00
9.500000 0.000000e+00
10.500000 0.000000e+00
11.500000 0.000000e+00
12.500000 0.000000e+00
13.500000 0.000000e+00
14.500000 0.000000e+00
15.500000 0.000000e+00
16.500000 0.000000e+00
17.500000 0.000000e+00
18.500000 0.000000e+00
19.500000 0.000000e+00
20.500000 0.000000e+00
21.500000 0.000000e+00
22.500000 0.000000e+00
23.500000 0.000000e+00
24.500000 0.000000e+00
25.500000 0.000000e+00
26.500000 0.000000e+00
27.500000 0.000000e+00
28.500000 0.000000e+00
29.500000 0.000000e+00
30.500000 0.000000e+00
31.500000 0.000000e+00
32.500000 0.000000e+00
33.500000 0.000000e+00
34.500000 0.000000e+00
35.500000 0.000000e+00
36.500000 0.000000e+00
37.500000 0.000000e+00
38.500000 0.000000e+00
39.500000 0.000000e+00
40.500000 0.000000e+00
41.500000 0.000000e+00
42.500000 0.000000e+00
43.500000 0.000000e+00
44.500000 0.000000e+00
45.500000 0.000000e+00
46.500000 0.000000e+00
47.500000 0.000000e+00
48.500000 0.000000e+00
49.500000 0.000000e+00
50.500000 0.000000e+00
51.500000 0.000000e+00
52.500000 0.000000e+00
53.500000 0.000000e+00
54.500000 0.000000e+00
55.500000 0.000000e+00
56.500000 0.000000e+00
57.500000 0.000000e+00
58.500000 0.000000e+00
59.500000 0.000000e+00
60.500000 0.000000e+00
61.500000 0.000000e+00
62.500000 0.000000e+00
63.500000 0.000000e+00
64.500000 0.000000e+00
65.500000 0.000000e+00
66.500000 0.000000e+00
67.500000 0.000000e+00
68.500000 0.000000e+00
69.500000 0.000000e+00
70.500000 0.000000e+00
71.500000 0.000000e+00
72.500000 0.000000e+00
73.500000 0.000000e+00
74.500000 0.000000e+00
75.500000 0.000000e+00
76.500000 0.000000e+00
77.500000 0.000000e+00
78.500000 0.000000e+00
79.500000 0.000000e+00
80.500000 0.000000e+00
81.500000 0.000000e+00
82.500000 0.000000e+00
83.500000 0.000000e+00
84.500000 0.000000e+00
85.500000 0.000000e+00
86.500000 0.000000e+00
87.500000 0.000000e+00
88.500000 0.000000e+00
89.500000 0.000000e+00
90.500000 0.000000e+00
91.500000 0.000000e+00
92.500000 0.000000e+00
93.500000 0.000000e+00
94.500000 0.000000e+00
95.500000 0.000000e+00
96.500000 0.000000e+00
97.500000 0.000000e+00
98.500000 0.000000e+00
99.500000 0.000000e+00
100.500000 0.000000e+00
101.500000 0.000000e+00
102.500000 0.000000e+00
103.500000 0.000000e+00
104.500000 0.000000e+00
105.500000 0.000000e+00
106.500000 0.000000e+00
107.500000 0.000000e+00
108.500000 0.000000e+00
109.500000 0.000000e+00
110.500000 0.000000e+00
111.500000 0.000000e+00
112.500000 0.000000e+00
113.500000 0.000000e+00
114.500000 0.000000e+00
115.500000 0.000000e+00
116.500000 0.000000e+00
117.500000 0.000000e+00
118.500000 0.000000e+00
119.500000 0.000000e+00
120.500000 0.000000e+00
121.500000 0.000000e+00
122.500000 0.000000e+00
123.500000 0.000000e+00
124.500000 0.000000e+00
125.500000 0.000000e+00
126.500000 0.000000e+00
127.500000 0.000000e+00
128.500000 0.000000e+00
129.500000 0.000000e+00
130.500000 0.000000e+00
131.500000 0.000000e+00
132.500000 0.000000e+00
133.500000 0.000000e+00
134.500000 0.000000e+00
135.500000 0.000000e+00
136.500000 0.000000e+00
137.500000 0.000000e+00
